col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
118919799,"Sign Language","01/19/1979","Sign language","Bini","Christianity","Male","No","Married","Yes","Unemployed",,,,,"High school or vocational",,"Yes","Always","Always","Never",,,"Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Never","Very Good",,"Very dissatisfied","Not at all","Neither satisfied nor dissatisfied","A moderate amount","Not at all","Never",,"Not at all","Very dissatisfied",,"Not at all","Not at all","Not at all","Not at all","Very dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Nobody","No",,,,"Never","Never","Never",2,"sign language interpreter",,"Yes","Good","31 years",,,,,"No","Not at all",,,"Not at all","Church","no access to transportation, no access to bank, no access to work","No","No","myself","Very Unsatisfied","Never","Never","Never","Not at all","Yes",,"Malaria",,,,,,,,,"Very dissatisfied","Never","No","Slightly","Not at all","No","Not at all",,"Not at all",
118919243,"ASL","06/06/1981","Text message","Yoruba","Christianity","Female","Yes","Married","Yes","Unemployed","Unemployed",,0,0,"Primary school (or can read and write)",0,"No","Sometimes","Always","Frequently","Fair","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Sometimes","Good","Satisfied","Satisfied","Somewhat","Neither satisfied nor dissatisfied","A small amount","A small amount","Sometimes","A moderate amount","To a great extent","Neither satisfied nor dissatisfied","Fairly dissatisfied","Not at all","Slightly","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Very dissatisfied","None","No","Yes","Yes","Yes","A few times","Many times","Never",1,"Interpreter",12,"I already know sign language","Good","Schoo","Hearing Aids",,,4,"No","Not at all",,,"Not at all",,,"Yes","Yes","Government","Unsatisfied","Sometimes","Sometimes","Sometimes","Somewhat","No",,"Malaria",,,,,,,,,"Very dissatisfied","Sometimes","No","Somewhat","Not at all","Yes","Slightly","No","All of the time","Text message and writing"
118918962,"Hausa","09/17/1980","Sign language both Hausa and ASL","hausa","Islam","Male","No","Married",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"at a school for the hearing impaired",,,,,"No",,,,"Somewhat",,"1. Communication with others 2. Lack of basic needs","Yes","No","government or private organizations","Neutral","Sometimes","Never","Sometimes","Somewhat","No",,,,,,,,"Ulcers",,"using mosquito net","Satisfied","Always","No","Somewhat","Somewhat","Yes","Somewhat","tv and the internet","A little of the time","orally and lip reading"
118918291,"English or arabic","11/14/1992","sign languages","English","Islam","Male",,,,,,,,,"High school or vocational",,"No","Sometimes","Sometimes","Sometimes",,"Sometimes","Yes",,,,,,,,"Never","Never","Good",,,,,,,,,,,"Satisfied","Somewhat","Very",,,,"Neither satisfied nor dissatisfied",,,,"family",,,,,,,,,,,,,,,,,,,,,,,,,"Yes",,"myself sometimes","Neutral","Sometimes","Sometimes","Sometimes","Somewhat","Yes",,,,,,,,,,,,,,"Somewhat","Somewhat",,"Somewhat",,,
118878852,"Hausa, English and Asl","02/24/1993","Text message","Yoruba and Fulani","Islam","Male","No","Single",,"Government employee","Teacher (Civil servant)",25000,1,5,"University (Bachelor degree)",80000,"No","Sometimes","Always","Sometimes","Good","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Frequently","Good","Satisfied","Neither satisfied nor dissatisfied","To a great extent","Satisfied","A moderate amount","A great deal","Sometimes","A great deal","Completely","Satisfied","Satisfied","To a great extent","Very","Somewhat","Very","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Family and friends","Yes","No","No","No","Never","Never","Never",14,"Good job",15,"Yes","Good","At primary school",,,"Other",0,"No","Not at all",,,"Somewhat","Special Education School, Tudun Maliki","Sign language, interpreter and Access to Education","Yes","No","NGO","Neutral","Sometimes","Sometimes","Sometimes","Somewhat","No",,,,,,,,"Ulcers",,"By sleeping in mosquito net","Satisfied","Frequently","No","Somewhat","Somewhat","Yes","Somewhat","Social media","A fair amount of the time","Through speaking and writing"
118878495,"English, Hausa , fulani","04/28/1991",,"Hausa trial","Islam","Male","No","Married","Yes","Government employee","Classroom teaching",35.5,1,5,"University (Bachelor degree)",180,"No","Frequently","Sometimes","Sometimes","Very Good","Frequently","Yes","I don't have the transportation to go shopping for healthy food",,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Frequently","Always","Good","Neither satisfied nor dissatisfied","Very satisfied","Somewhat","Very satisfied","A moderate amount","A great deal","Infrequently","A great deal","To a great extent","Satisfied","Satisfied","To a great extent","Extremely","To a great extent","Very","Very satisfied","Neither satisfied nor dissatisfied","Very satisfied","Satisfied","Satisfied","Brother","No","No","No","No","A few times","Never","Never",5,,13,"I already know sign language","Very good","Schools for the deaf","Hearing Aids",,,15,"Yes","Completely",,,"Completely","NGO and government","Deaf area and government ngo","Yes","Yes","Government",,"Always","Frequently","Always","To a great extent","Yes",,,,,,,,"Ulcers",,"Sleep under mosquitoes net","Very satisfied","Frequently","Yes","To a great extent","To a great extent","Yes","To a great extent","Social media","A little of the time","Lip reading"
118878232,"English and Hausa",,"Whatsapp and Facebook","Hausa language","Islam","Male","No","Single",,"Government employee","Teacher Staff",42000,2,5,"University (Bachelor degree)",300000,"No","Always","Always",,"Excellent","Always","Yes",,,,,"The others in my household do not eat healthy",,,"Sometimes","Always","Good","Satisfied","Very satisfied","Somewhat","Satisfied","An extreme amount","An extreme amount","Infrequently","A great deal","Somewhat","Satisfied","Neither satisfied nor dissatisfied","Slightly","Very","Somewhat","Very","Satisfied","Satisfied","Satisfied","Very satisfied","Satisfied","Police office","No","No","No","No","Never","Once","Never",7,"Medical treatment",15,"I already know sign language","Very good","School for the deaf",,,"[Other] None",9,"No","Not at all",,,"Somewhat","Special education school for the deaf,Kano state.","1. Mocked on my answer 2. Ignore my question 3. Lack of attention","Yes","Yes","Government Organization","Satisfied","Always","Always","Sometimes","To a great extent","Yes",,"Malaria",,,,,,,,"Net","Very satisfied","Frequently","Yes","Completely","Somewhat","Yes","To a great extent","Interpreter","A little of the time","Lip-reading"
118878152,"English language","08/23/1989","social media and email","Hausa","Islam","Male","No","Single",,"Government employee","teacher",34000,1,5,"College of Education",250000,"No","Sometimes","Frequently","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Always","Frequently",,"Neither satisfied nor dissatisfied","Satisfied","Somewhat","Fairly dissatisfied","An extreme amount","A moderate amount","Sometimes","A moderate amount","To a great extent",,"Fairly dissatisfied","To a great extent","Moderately","Not at all",,"Neither satisfied nor dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Satisfied","securities agent","Yes","No","No","No","Never","Never","Never",12,"communication and hearing news",14,"I already know sign language","Good","school and community","Hearing Aids",,,18,"No","Somewhat",,,"Not at all","there is no such gathering place in my area","discrimination","No","Yes","organization","Unsatisfied","Infrequently","Sometimes","Sometimes","Slightly","No","Typhoid",,,,,,,,,"using mosquito net and spraying","Neither satisfied nor dissatisfied","Sometimes","No","Somewhat","Somewhat","No","Somewhat","online research","All of the time","speaking"
118878148,"English","09/12/1986","SIGN LANGUAGE BOTH ASL AND HAUSA SIGN LANGUAGE","HAUSA","Islam","Male","No","Married","No","Private sector employee","TEACHING",30000,1,5,"University (Bachelor degree)",70000,"No","Always","Always","Frequently","Very Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Sometimes","Frequently","Neither poor nor good","Satisfied","Satisfied","Somewhat","Satisfied","A small amount","A moderate amount","Sometimes","A great deal","Completely","Very dissatisfied","Fairly dissatisfied","To a great extent","Moderately","Not at all","Moderately","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","FAMILY AND FRIEND","Yes","No","No","Yes","Many times","Never","Once",12,"A GOOD JOB",14,"I already know sign language","Neither poor nor good","AT SCHOOL",,,"[Other] LIP READING",24,"No","Not at all",,,"Not at all","SPECIAL EDUCATION SCHOOL TUDUN MALIKI, KANO STATE EMERAGENCY MANAGEMENT AGENCY, KANO STATYE ASSOCIATION OF THE DEAF, ETC","LACK OF ACCESS TO EMPOLYMENT OPPORTUNITY LACK OF ACCESS TO ADEQUATE HEALTH CRE SERVICE LACK OF ACCESS TO EQUAL OPPORTUNITY IN EVERY LIFE ENDEVOURS","No","Yes","NGO","Very Unsatisfied","Never","Infrequently","Infrequently","Slightly","No","Typhoid",,,,,,,,,"THROUGH USING MOSQUITO NET AND INSECTISIDE KILLER","Satisfied","Never","No","Slightly","Slightly","Yes","Somewhat","THROUGH USING SOCIAL MEDIA MOSTLY WHATSAPP AND FACEBOOK","A fair amount of the time","THROUGH SPEAKING USING LIP READING AND WRITING SOMETIME"
118878115,"English, Hausa and Sign language","06/20/1987","Email, Facebook, Whatsapp, Telegram","Hausa","Islam","Male","No","Married","Yes","Government employee","Classroom teacher",60000,1,5,"College of Education",,"Yes","Never","Always","Sometimes","Good","Sometimes","Yes",,,,,,,"[Other] inflation rate to afford is high","Always","Always","Good","Satisfied",,"To a great extent","Satisfied","A great deal","A great deal","Infrequently","A great deal","To a great extent","Satisfied","Neither satisfied nor dissatisfied","To a great extent","Very","Slightly","Slightly","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Very satisfied","Neither satisfied nor dissatisfied","security personal","No","No","No","No","A few times","Never","Never",8,"hearing aid",9,"I already know sign language","Very good","at special education school","Hearing Aids",,,28,"No","Not at all",,,"Not at all","Special Education School Tudun Maliki, Rehabilitation center, CITAD.","Discrimination, unemployment denied their rights.","Yes","Yes","NGO","Satisfied","Frequently","Frequently","Infrequently","Slightly","No","Typhoid","Malaria","HIV/AIDS",,,,,,,"using mosquitos net","Satisfied","Frequently","No","Slightly","Slightly","Yes","Somewhat","social media, family and friends","A fair amount of the time","Local language"
118810453,"English and Yoruba",,"sign language, written communication and a little bit of speaking","yoruba","Christianity","Female","No","Single",,"Private sector employee","banker",100000,2,5,"University (Bachelor degree)",0,"No","Frequently","Frequently","Frequently","Very Good","Sometimes","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Sometimes","Always","Good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","To a great extent","Fairly dissatisfied","A great deal","A moderate amount","Sometimes","A moderate amount","Completely","Satisfied","Fairly dissatisfied","Somewhat","Very","Somewhat","Moderately","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied","my family-siblings","Yes","No","No","No","Once","Never","Never",5,"working tools for my Buisness",23,"I already know sign language","Good","from my deaf friend",,,,,,,,,"Not at all",,"access to sign language and other things such as empowerment","Yes","No","myself, sometimes the organization itself","Unsatisfied","Infrequently","Never","Infrequently","Slightly","No",,,,,,,,"Ulcers",,"mosquitoes net","Satisfied","Never","No","Slightly","Somewhat","Yes","Somewhat","internet","A fair amount of the time","social media, orally, written word"
118810366,"English","04/16/1976","Facebook",,"Christianity","Male","No","Married","Yes","Government employee","civil servant",45000,1,7,"High school or vocational",500000,"Yes","Always","Frequently","Frequently","Good","Frequently","Yes",,,"I don't know how to cook and prepare healthy meals",,,,,"Infrequently","Frequently","Good","Satisfied","Satisfied","Completely","Satisfied","A great deal","A great deal","Sometimes","Not at all","To a great extent","Satisfied","Very satisfied","Completely","Very","Somewhat","Moderately","Satisfied","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","police and neighbour","No","No","No","No","Never","Never","Never",3,,7,"I already know sign language","Neither poor nor good","deaf school",,,"Other",,,"Not at all",,,"Not at all","deaf church","communication","Yes","No",,"Satisfied","Sometimes","Sometimes","Sometimes","Slightly","Yes",,,,,,,,,,,"Satisfied","Sometimes","No","Slightly","Slightly","Yes","Slightly","don't know","All of the time","sign language"
118809750,"Sign language/English",,"whatsapp","yoruba","Christianity","Male","No","Separated",,"Retired","retired",,,,"Institute (2 years)",350000,"No","Never","Sometimes","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never",,,,,,,,,,,,,,,,,,,,,,,"Yes","No","No","No","Once","A few times","Once",8,"hearing New one",8,"Yes","Good","deaf schools","Hearing Aids",,,,,"Not at all",,,"Not at all","schools/churches","employer, marry","Yes","No","association, churches","Unsatisfied","Sometimes","Frequently","Sometimes","Slightly","Yes",,,,,,"High Blood Pressure",,,,,"Neither satisfied nor dissatisfied","Sometimes","Yes","Somewhat","Slightly","Yes","Somewhat","phone/ tv news","A fair amount of the time","sign language and speaks"
118809534,"English","12/18/1976","Sign Language","Yoruba",,"Female","No","Single",,"Government employee","Civil public servie",25000,1,5,"College of Education",,"No","Always","Always","Sometimes","Good","Sometimes","No",,,,,,,,"Frequently","Sometimes","Good","Fairly dissatisfied","Fairly dissatisfied","Slightly","Satisfied","A great deal","A great deal","Always","A small amount","Slightly","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Not at all","Slightly","Not at all","Fairly dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Fairly dissatisfied","police","No","Yes","No","Yes","A few times","Many times","Never",2,,8,"Yes","Good","from teacher","Hearing Aids",,,,,"Not at all",,,,,,,,,"Unsatisfied","Sometimes","Infrequently","Never","Not at all","No",,,,,,,,,,,"Fairly dissatisfied","Never","No","Not at all","Not at all","No","To a great extent",,"A fair amount of the time",
118809344,"Sign language and english","07/31/1976","text message","Yoruba","Christianity","Female",,"Married",,"Self-employed","Tailors",15000,1,6,"Junior school",,"No","Never","Always","Infrequently","Fair","Sometimes","Yes",,,,,,"I am not ready to change my eating habits",,"Never","Never","Good","Neither satisfied nor dissatisfied","Satisfied","Somewhat","Satisfied","A great deal","A moderate amount","Sometimes","A great deal","To a great extent","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Moderately","To a great extent","Moderately","Neither satisfied nor dissatisfied","Very dissatisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied",,"No","Yes","No","No","A few times","A few times","Once",10,,7,"I already know sign language","Good","Deaf school","Hearing Aids",,,,,"Somewhat",,,"Not at all","LSAD Community service",,"No","No",,"Unsatisfied","Infrequently","Infrequently","Infrequently","Somewhat","No",,,,,,"High Blood Pressure",,,,"spray","Neither satisfied nor dissatisfied","Sometimes","No","To a great extent","Somewhat","Yes","Somewhat",,"A fair amount of the time",
118809146,"English","09/17/1993","modest grammar school Body Ibaday","Yooba","Christianity","Female","No","Married","Yes","Self-employed","trade",,,,"High school or vocational",,"No","Always","Always","Never","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,,"Sometimes","Neither poor nor good","Very satisfied","Very satisfied","Completely","Very satisfied","A great deal","A great deal","Infrequently","An extreme amount","To a great extent","Very satisfied","Very dissatisfied","To a great extent","Very","To a great extent","Extremely","Satisfied","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","police","No","No","No","No","Never","Never","Never",0,"interpreter",2,"I already know sign language","Very good","school",,,,,,,,,"Not at all","church, deaf schools","good healthy, communication, information","Yes","No","myself","Very Unsatisfied","Sometimes","Never","Sometimes","Not at all","No",,"Malaria",,,,,,,,,"Satisfied","Sometimes","No","Somewhat","Somewhat","Yes","Somewhat","social net work","All of the time","sign language"
118787852,"America Sign Language","07/24/1975","to use the WhatsApp","edo","Christianity","Male","No","Married","Yes",,"teaching",140000,1,5,"College of Education",,"Yes","Never","Sometimes","Sometimes","Good","Always","Yes",,,,,,"I am not ready to change my eating habits",,"Never","Sometimes",,"Satisfied","Satisfied","Not at all","Satisfied","An extreme amount",,"Sometimes","Not at all","Not at all","Satisfied","Very dissatisfied","Completely","Very","Not at all","Extremely","Satisfied","Fairly dissatisfied","Satisfied","Satisfied","Satisfied","nobody","Yes","No","No","No","Many times","Never","Never",3,"hearing aid",,"Yes","Good","from school","Hearing Aids",,,,,,,,"Not at all","school","church, festival, school","No","Yes",,"Satisfied","Sometimes","Sometimes","Sometimes","Not at all","Yes",,"Malaria",,,,,,,,,"Satisfied","Never","Yes","Not at all","Not at all","Yes","Not at all",,"A little of the time",
118787403,"English/Nigeria","01/06/1975","Text message",,"Christianity","Male","No","Divorced",,"Self-employed","shop",70000,1,,"High school or vocational",360000,"No","Frequently","Sometimes","Sometimes","Fair","Frequently","Yes",,,,,,"I am not ready to change my eating habits",,"Never","Never","Poor","Fairly dissatisfied","Fairly dissatisfied","Not at all","Satisfied","A small amount","A small amount","Frequently","A great deal","To a great extent","Fairly dissatisfied","Fairly dissatisfied","Not at all","Extremely","Not at all","Not at all","Fairly dissatisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","Fairly dissatisfied","Fairly dissatisfied","No","Yes","No","No","No","Never","A few times","Never",,"No",13,"Yes","Very good","Benin School for the Deaf","Hearing Aids",,,,,"Not at all",,,"Not at all","Christin Mission for the Deaf Church, Baptist high school","1. education 2. business","No","No","No","Unsatisfied","Never","Never","Never","Not at all","Yes",,"Malaria",,,,,,,,"Fever and sickness","Very dissatisfied","Never","Yes","Not at all","Not at all","Yes","Not at all","No","A little of the time","No"
118787171,"NSL","07/12/1997","video conference","Igbo","Christianity","Male","No","Single",,"Government employee","teaching",38000,2,5,"College of Education",,"No","Sometimes","Always","Frequently","Fair","Sometimes","Yes",,,,,,,,"Infrequently","Always","Very Good","Satisfied","Satisfied","To a great extent","Satisfied","An extreme amount",,,"An extreme amount","Completely","Satisfied","Neither satisfied nor dissatisfied",,,"Not at all","Very","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Satisfied",,"Yes","No","No","No","Never","Never","Never",2,"pen and paper and sign language",10,"Yes","Very good","I learned sign language at project of charitable group at special school for the deaf","Hearing Aids",,,,,,,,"Not at all","deaf church","bully, laundry machine, blater (?)","Yes","Yes",,"Very Satisfied","Always","Frequently","Sometimes","Not at all","Yes",,"Malaria",,,,,,,,,"Satisfied","Frequently","Yes","Somewhat","To a great extent","Yes","Somewhat",,,"Sign, by pen and paper, and char online what app"
118786322,"ASL","08/29/1984","text message","Isoko","Christianity","Male","No","Married","Yes","Government employee","Teacher",38000,2,5,"University (Master degree)",144000,"No","Always","Sometimes","Sometimes","Good","Sometimes","Yes",,,,,,,"[Other] Not enough money","Never","Never","Good","Neither satisfied nor dissatisfied","Very satisfied","To a great extent","Satisfied","Not at all","A moderate amount","Sometimes","A moderate amount","To a great extent","Satisfied","Neither satisfied nor dissatisfied","Slightly","Moderately","Somewhat","Moderately","Neither satisfied nor dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Satisfied","Satisfied","police and lawyer","No","No","No","No","Never","Never","Never",24,"Education",28,"I already know sign language","Good","University of Ibadan",,,,,,"Not at all",,,"Not at all",,"communication, transportation, and employment","No","No","myself","Neutral","Frequently","Never","Never","Completely","No",,,,,,,,,,"net","Satisfied","Always","No","Slightly","Not at all","Yes","Somewhat","internet","A fair amount of the time","speech and lip reading"
118785272,"NSL","12/17/1985","whatsapp","bini","Christianity","Male","No","Single",,"Government employee","officer",37000,,,"High school or vocational",,"Yes","Never","Never","Sometimes","Poor","Never","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Very Poor","Fairly dissatisfied","Fairly dissatisfied","Not at all","Fairly dissatisfied","A great deal","Not at all","Sometimes","Not at all","Completely","Neither satisfied nor dissatisfied","Very dissatisfied","Not at all","Slightly","Slightly","Not at all","Very dissatisfied","Very dissatisfied","Satisfied","Neither satisfied nor dissatisfied","Very dissatisfied","police",,,,,"Many times","A few times","Never",15,"aids hearing",,,,,"Hearing Aids",,,,,"Slightly",,,,,,"No",,"myself","Very Unsatisfied","Sometimes","Never","Never","Not at all","No",,"Malaria",,,,,,,,,,,"No","Slightly","Not at all","No","Not at all",,,
118785025,,"07/16/1996","video call","Urhobo",,"Female","No","Single",,"Government employee","Teacher",38226,,,"College of Education",30000,"No","Always","Always","Infrequently","Good","Always","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Good","Neither satisfied nor dissatisfied","Very satisfied","To a great extent","Very satisfied","An extreme amount","An extreme amount","Never","An extreme amount","To a great extent","Very satisfied","Very satisfied","To a great extent","Extremely","Not at all","Slightly","Very satisfied","Fairly dissatisfied","Very satisfied","Fairly dissatisfied","Very satisfied","sister","No","Yes","No","Yes","Never","A few times","Never",8,"interpreter",9,"Yes","Very good",,"Hearing Aids",,,,,"Completely",,,"Completely","oredo, meeting and deaf church",,"No","Yes",,"Satisfied","Always","Always","Never","Slightly","Yes",,"Malaria",,,,,,,,"drug","Satisfied","Sometimes","Yes","Completely","To a great extent","No","Not at all","tv but no interpreter/no communication","All of the time",
118783861,"NSL","05/19/1981","NSL: NIGERIAN sign language","Edol Essan","Christianity","Female","No","Single",,"Government employee","teacher",98000,1,5,"University (Bachelor degree)",120000,"Yes","Sometimes","Infrequently","Sometimes","Excellent",,"Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Sometimes","Good","Fairly dissatisfied","Fairly dissatisfied","To a great extent","Satisfied","A small amount","A small amount","Sometimes","A great deal","To a great extent","Fairly dissatisfied","Fairly dissatisfied","Slightly","Slightly","Slightly","Slightly","Fairly dissatisfied","Satisfied","Fairly dissatisfied","Fairly dissatisfied","Satisfied",,"Yes","No","No","Yes","A few times","A few times","A few times",,,,"Yes","Good","I learn sign language from school in Abeokutei and by a Joy of Sign language give me by a book","Hearing Aids",,,,,"Slightly",,,"Slightly",,,"No",,,"Very Unsatisfied","Sometimes","Sometimes","Never","Not at all","No","Typhoid",,,,,,,,,,,,"No","Slightly","Slightly",,,"no",,"yes"
118783163,"Nigerian Sign Language (NSL) written in English Language","04/09/1978","Sign Language","Benin/Yoruba (half caste)","Christianity","Male","No",,"Yes","Government employee","Special Education teacher",81000,1,5,"College of Education",150000,"No","Frequently","Frequently","Sometimes","Good","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Infrequently","Neither poor nor good","Fairly dissatisfied","Neither satisfied nor dissatisfied","To a great extent","Neither satisfied nor dissatisfied","A small amount","A moderate amount","Sometimes","A moderate amount","To a great extent","Satisfied","Satisfied","To a great extent","Very","Somewhat","Very","Neither satisfied nor dissatisfied","Satisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","Running away from violence for my dear life and report to police","Yes","Yes","No","Yes","Once","Never","Once",5,"Sign Language and lips reading",12,"Yes","Good","At the primary school in Lagos",,,"Other",,,,,,"Somewhat","1, Gathering meeting 2. Party 3. School (place of work)","1. lack of information 2. Discrimination 3. Poor social with hearing counterpart","Yes","Yes","NGO and people who contribute in the association for the interpreter","Unsatisfied","Infrequently","Infrequently","Sometimes","To a great extent","Yes",,,,,,"High Blood Pressure",,,,"buy mosquito net, insecticide and drugs","Satisfied","Frequently","Yes","To a great extent","Somewhat","No","Somewhat","1. Watching TV 2. Social Media","A fair amount of the time","Lips-reading/written in English Language"
118782724,"ASL","07/02/1992","whatsapp","Bini","Christianity","Male","No","Married","Yes","Self-employed","Wearfoot",20000,1,6,"High school or vocational",300000,"No","Never","Sometimes","Sometimes","Fair","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Never","Poor","Very dissatisfied","Fairly dissatisfied","Not at all","Neither satisfied nor dissatisfied","An extreme amount","Not at all","Sometimes","Not at all","Not at all","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Not at all","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied",,"No",,,,"Never","Never","Never",2,"sign language interpreter",8,"Yes","Neither poor nor good","primary school","Hearing Aids",,,,,,,,"Not at all",,,"No",,,"Very Unsatisfied","Never","Never","Never","Not at all",,,,,,,,"Liver disease",,,"Net","Very dissatisfied","Never","No","Not at all","Not at all","Yes","Not at all","through whatsapp","All of the time","write and texting"
118781914,"NSL","05/19/1981","NSL: Nigerian Sign Language","Edol Essan","Christianity","Female","No","Single",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118781864,,"09/16/1974","NSL","Bini","Christianity","Female","No","Married","Yes","Unemployed",,0,,,"Junior school",,"No","Sometimes",,"Sometimes","Very Good",,"Yes",,,,,,,,"Never","Never","Poor","Very satisfied","Very dissatisfied","Somewhat","Satisfied","A small amount","Not at all",,,,,,,,,,"Very dissatisfied","Very dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","police","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,,,,,,,"Never","Not at all","No",,,,,,,,,,,,,"No","Not at all","Not at all",,"Not at all",,,
118755988,"English and sign language","04/24/1966","sign language","Yoruba","Islam","Male","No","Married","Yes","Self-employed","sport administrations",,,,"College of Education",180000,"No","Always","Always","Infrequently","Fair","Sometimes","Yes",,"I don't have the time to shop for, and prepare healthy food",,,,,,"Infrequently","Infrequently","Neither poor nor good","Fairly dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Neither satisfied nor dissatisfied","A great deal","A moderate amount","Sometimes","A great deal","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Slightly","Slightly","Somewhat","Slightly","Fairly dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","sign language / writing","Yes","No","No","No","A few times","A few times","Never",7,,15,"I already know sign language","Very good","deaf school",,,,,,,,,"Not at all",,"employment, empowerment and access to social activities","Yes","Yes","sefl","Unsatisfied","Sometimes","Sometimes","Sometimes","Slightly","No",,"Malaria",,,,,,,,,"Fairly dissatisfied","Infrequently","No","Slightly","Slightly","No","Slightly",,,
118755783,"English Language","07/15/1984","Yoruba and English Language","Yoruba","Christianity","Female","No","Divorced",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
